indicator,sheet,"Chart SF1.1.A. Average size of households by household type, 2024a","Data for Chart SF1.1.A. Average size of households by household type, 2024a",Unnamed: 13,Unnamed: 14,Unnamed: 15,"Table SF1.1.A. Types of household, 2021a",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 10,Unnamed: 12,"Table SF1.1.B. Households by number of children, 2024a",Unnamed: 5,"Chart SF1.2.A. Living arrangements of children, 2023a",Unnamed: 11,Unnamed: 16,Unnamed: 17,"Chart SF1.2.B. Trends in the living arrangements of children, 2005 to 2023","Chart SF1.2.C. Trends in children living with cohabiting parents, 2007 and 2023a",Distribution of children by the presence and marital status of parents,Unnamed: 1,Unnamed: 9,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 0,Table SF1.3.A. Living arrangements of children by age,Table SF1.3.B. Living arrangements of children by relative income poverty status,Table SF1.3.C: Living arrangements of children by mother's level of educational attainment,"Table SF1.3.D: Living arrangements of young adolescents, 2013-14","Chart SF1.4.A. Child and young adult population, 2023","Data for Chart SF1.4.A. Child and young adult population, 2023","Chart SF1.4.B. Age distribution of children and young adults, 2023","Data for Chart SF1.4.B. Age distribution of children and young adults, 2023","Chart SF1.4.C. Trends in the child population, selected OECD countries","Data for Chart SF1.4.C. Trends in child population, selected OECD countries","Chart SF1.4.D. Youth dependency ratio, 1990 and 2023","Data for Chart SF1.4.A. Youth dependency ratio, 1990 and 2023","Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries","Data for Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries",Child and youth population,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Age distribution of children and young people,Unnamed: 36,Unnamed: 37,Youth dependency ratio,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,"Chart SF1.5.A. Children in overcrowded households, 2017","Chart SF1.5.B. Children in households that lack basic facilities, 2017","Chart SF1.5.C. Children living in areas with environmental problems, 2017","Table SF1.5.A. Children in overcrowded households, 2017","Table SF1.5.B. Children in households that lack basic facilities, 2017","Table SF1.5.C. Children living in areas with environmental problems, 2017"
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,6492.3495,6286.0515,6147.226,,-,15-24 years old,7505.2725,7794.2695,7814.438,8584.8015,8952.183,6712.2435,,7697.201,,7973.843,6079.8165,6023.944,,,,,9152.58,5978.348,5975.2625,6009.4205,6026.4425,6036.0455,6045.365,6053.599,6029.8195,5974.228,,,,,,,,,,,,,,,,,5924.1935,5894.1135,5883.9895,5876.44,5867.322,5858.4875,5863.4645,5889.2975,5907.3105,100,96.72398654786586,93.65052832186437,91.58228541619505,90.57800867921434,89.74561188073706,89.0663159046599,89.02034766766135,89.52923862193022,89.78283490460382,89.92590182403247,90.06474511837958,90.18741647259966,89.83314595187139,89.00493553310454,88.25951412519527,87.81137782024744,87.66054896548374,87.54807539386795,87.41223407643064,87.28061638407488,87.35476446883968,87.7396283373808,88.00798868515423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,33411.065,32813.0065,32257.6345,,0-24 years old,,46897.834,45486.6595,44233.9445,43747.285,41213.3775,34074.7785,,45989.159,,38281.985,31738.4915,31248.942,,,,,42698.797,30824.415,30471.415,30129.097,29786.9185,29467.6775,29193.4225,28944.448,28707.3375,28488.8275,,,,,,,,,,,,,,,,Japan,28303.9655,28164.2125,28035.1625,27884.745,27678.886,27380.5615,26997.669,26611.086,26231.352,100,98.05218543093392,96.29705003071408,94.66718763850513,93.14364728739176,91.7069556299537,90.46108692973603,89.42513008558515,88.42052194117711,87.41632319047943,86.47943962423703,85.6745774591022,84.9439065319236,84.24805314581869,83.60678705512348,83.0642684882016,82.65413229318571,82.27540642707332,81.8339728899485,81.22983396649225,80.35433451166821,79.23065149198256,78.09613788098432,76.98172418054016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,18093.467,17944.5495,17807.3655,,-,0-14 years old,28759.49,24819.2705,27021.57,27735.332,22237.863,18267.2255,,25316.2325,,19651.794,17692.047,17591.108,,,,,26187.416,17495.077,17412.1965,17342.721,17250.3565,17139.5615,17023.371,16881.5355,16719.132,16535.9385,,,,,,,,,,,,,,,,,16347.792,16178.8775,16020.1035,15853.0385,15668.359,15435.366,15142.179,14823.383,14488.333,100,99.04879643599955,98.23357958766098,97.48259526330366,96.85130891935394,96.29874005770608,95.7730389872288,95.31932750269053,94.93899880964408,94.43336920541108,93.82684579001884,93.19078586947973,92.41433790807477,91.52529485115296,90.52244140742664,89.49247382970117,88.5677877026262,87.69861356340074,86.78405212658046,85.7730638952259,84.49759379167898,82.89260457205174,81.14742438582148,79.31326516990771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,15317.598,14868.457,14450.269,,-,15-24 years old,18138.344,20667.389,17212.3745,16011.953,18975.5145,15807.553,,20672.9265,,18630.191,14046.4445,13657.834,,,,,16511.381,13329.338,13059.2185,12786.376,12536.562,12328.116,12170.0515,12062.9125,11988.2055,11952.889,,,,,,,,,,,,,,,,,11956.1735,11985.335,12015.059,12031.7065,12010.527,11945.1955,11855.49,11787.703,11743.019,100,96.90050066572607,94.05919436107537,91.41369951440302,88.8590694587581,86.40068453352649,84.32258933435175,82.61378911713913,80.88776295736602,79.307417156849,77.9887690397116,76.98883881648221,76.31106788001914,75.83846468836765,75.61504933749075,75.63582737948119,75.82030564755974,76.00834234115806,76.11365592131813,75.97967250212604,75.56637956551529,74.99889451580519,74.57006786565891,74.28739286845978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,17436.6575,17209.398,16938.9255,,0-24 years old,,15984.8185,19634.0135,21223.289,21536.7035,20478.0625,17621.3345,,17837.6915,,18938.2205,16619.148,16240.2705,,,,,21241.9495,15839.243,15469.574,15154.4785,14891.013,14672.463,14477.0535,14299.1965,14133.847,13956.67,,,,,,,,,,,,,,,,Korea,13756.472,13525.7425,13243.5655,12915.457,12565.393,12201.245,11786.1405,11356.7695,10961.856,100,98.95196927338279,97.66228545289802,96.12737048944847,94.31265265408814,92.16254591841498,89.88673928186313,87.78889022281486,86.00074245228134,84.50559178704655,83.26533384857997,82.15639683816228,81.1470691961497,80.20872085482516,79.20325217139485,78.0671407151371,76.75776485600451,75.15642756795746,73.29443181502513,71.30783993686744,69.24132221654382,66.88562946239968,64.44897518970541,62.20786513075953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,9765.5235,9682.43,9564.234,,-,0-14 years old,10788.062,13715.3835,13822.0235,12979.929,11384.7365,9811.691,,12693.823,,10496.5145,9409.614,9208.9715,,,,,12424.2735,8975.509,8726.038,8470.125,8224.2315,7992.6715,7758.432,7533.2035,7341.026,7176.2975,,,,,,,,,,,,,,,,,7017.3415,6851.0235,6701.3415,6564.702,6424.6,6282.4785,6118.105,5910.59,5677.2595,100,99.52946439100047,98.68258183018604,97.4779372893011,95.90206214198959,93.8571292145258,91.47769737143169,88.93510812764079,86.32686251534011,83.82073487638368,81.46069316695767,79.07334219962695,76.77783065120985,74.81917235265561,73.14027215084535,71.52020482503984,69.82510456148691,68.29955713036622,66.90693785607394,65.47902904810189,64.03053765146089,62.35525558234558,60.240278663484204,57.86219215423722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,7671.134,7526.968,7374.6915,,-,15-24 years old,5196.7565,5918.63,7401.2655,8556.7745,9093.326,7809.6435,,5143.8685,,8441.706,7209.534,7031.299,,,,,8817.676,6863.734,6743.536,6684.3535,6666.7815,6679.7915,6718.6215,6765.993,6792.821,6780.3725,,,,,,,,,,,,,,,,,6739.1305,6674.719,6542.224,6350.755,6140.793,5918.7665,5668.0355,5446.1795,5284.5965,100,98.22642992602671,96.38043016944371,94.43057804111032,92.31578880649289,90.03354634561744,87.8879298395631,86.34883269639644,85.59101961568413,85.36601574706964,85.53260465730607,86.02981045165507,86.63638743561086,86.97991143897926,86.82051235757433,86.29242167072032,85.46765290886837,83.77109659358972,81.31939697375431,78.63090037336531,75.78792168938313,72.57739101663219,69.73659553089715,67.66757663137888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,739.963,723.53,709.474,,0-24 years old,,811.085,840.853,886.4595,899.5045,940.751,758.5165,,824.2105,,849.98,694.561,679.1145,,,,,912.4015,664.7345,651.487,635.754,613.212,586.3145,562.36,543.8415,528.0145,515.2435,,,,,,,,,,,,,,,,Latvia,504.958,495.8945,488.5125,483.104,479.9005,477.8025,477.2285,480.1655,482.7905,100,97.55397542439749,95.38750969820697,93.53441882938606,91.56834426146301,89.53193503371384,87.63612920747276,85.88962797776976,83.81544765341296,80.8435940417908,77.29752747633044,74.13945510743669,71.69804480192586,69.61147186646566,67.92779062815379,66.57178848449573,65.37689028518166,64.40367480470101,63.690638239247264,63.26830068956971,62.991708156645245,62.91603412714161,63.303237305978186,63.64930756285461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,398.3125,378.6085,360.982,,-,0-14 years old,473.6595,508.7585,516.04,515.191,570.989,418.403,,499.4335,,513.869,344.702,330.172,,,,,546.9715,318.698,310.442,305.828,302.4395,297.4165,293.3525,292.242,293.352,296.0585,,,,,,,,,,,,,,,,,298.997,301.9295,304.447,305.191,305.1375,304.1385,301.771,299.578,295.3865,100,95.19828968721544,90.48895442910303,86.27615002760497,82.38516454231925,78.9124360962995,76.17010394284935,74.19688673360373,73.09412217407618,72.28425704404606,71.08373983934149,70.1124274921547,69.84701352523763,70.11230799014346,70.75917237687109,71.46148569680427,72.16236499260282,72.76405761908973,72.94187661178336,72.92908989658295,72.6903248781677,72.12448285504645,71.60034703384058,70.59856167379297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,341.6505,344.9215,348.492,,-,15-24 years old,337.4255,332.0945,370.4195,384.3135,369.762,340.1135,,324.777,,336.111,349.859,348.9425,,,,,365.43,346.0365,341.045,329.926,310.7725,288.898,269.0075,251.5995,234.6625,219.185,,,,,,,,,,,,,,,,,205.961,193.965,184.0655,177.913,174.763,173.664,175.4575,180.5875,187.404,100,100.45190796601725,101.41364573884894,102.4634423508623,102.86536700248594,102.59589813400527,101.74147747737152,100.27387916092717,97.00467638009076,91.37317395516497,84.9416444804455,79.09344968664873,73.9751582927464,68.99535008166391,64.44466332562513,60.55654950479767,57.0294916255897,54.1188456206531,52.30989066885026,51.383729255086905,51.060601828507245,51.58792579535949,53.096245812059806,55.10042970949404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,1170.468,1142.9955,1115.6025,,0-24 years old,,1217.299,1305.2055,1356.8305,1377.76,1387.963,1195.9855,,1263.201,,1310.6035,1085.5345,1048.744,,,,,1384.9095,1014.268,988.932,965.955,942.068,909.0345,874.7715,849.9505,829.7905,811.725,,,,,,,,,,,,,,,,Lithuania,792.4285,769.7815,744.377,723.658,712.211,704.666,700.733,709.897,722.4255,100,97.86640389870948,95.56934427716723,93.27893189340506,90.7648545906284,87.68868853343122,84.80604488934021,82.68762455732114,80.766447419304,78.76918240229502,76.00715058836415,73.14231652474047,71.06695691544755,69.38131775008978,67.870806125994,66.25736683262464,64.36378200237378,62.239634176166845,60.50725531371409,59.55013668643976,58.919276195238155,58.59042605449648,59.35665607986051,60.40420222485975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,671.177,640.4345,612.1835,,-,0-14 years old,751.67,848.59,827.198,799.111,833.738,698.459,,810.636,,790.19,586.2855,559.302,,,,,810.0365,532.8475,509.154,489.6365,475.874,462.248,449.2605,440.3445,433.3595,427.8015,,,,,,,,,,,,,,,,,424.6335,422.9675,421.816,421.683,422.3365,422.592,422.2475,423.9175,424.894,100,96.09397258822638,91.69249734057404,87.64773594441479,83.93985903252732,80.07656856021615,76.28901624862733,72.89676273052534,70.10239684791807,68.13198770436061,66.1811215833714,64.32167099285714,63.04514652971756,62.045087829063704,61.24933603833582,60.79576610796054,60.557241011999274,60.392378078026056,60.37333615860058,60.46689927397314,60.50347980339576,60.45415693691398,60.693254722181265,60.833062499015696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,499.291,502.561,503.419,,-,15-24 years old,465.629,456.6155,529.6325,578.649,554.225,497.5265,,452.565,,520.4135,499.249,489.442,,,,,574.873,481.4205,479.778,476.3185,466.194,446.7865,425.511,409.606,396.431,383.9235,,,,,,,,,,,,,,,,,367.795,346.814,322.561,301.975,289.8745,282.074,278.4855,285.9795,297.5315,100,100.35465447569125,101.01190589847977,101.18435902409217,100.34621271429765,98.37506142888871,96.76278549986785,96.43265233108187,95.73731248486261,93.70234550320436,89.80154825923844,85.52529362757562,82.32847898554148,79.68037883409225,77.16644239050584,73.92470551819854,69.70764371345044,64.83292849727601,60.69525944849169,58.26312769269577,56.695271508150825,55.974003394794046,57.48025482059749,59.8021411924792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,134.262,135.218,136.767,,0-24 years old,,108.491,122.2945,126.914,125.4015,116.888,132.333,,116.892,,123.391,138.8895,140.847,,,,,118.7775,142.648,144.2125,145.9975,147.846,149.9075,152.4195,155.145,157.6615,159.9065,,,,,,,,,,,,,,,,Luxembourg,162.2705,164.854,167.1605,168.978,170.916,172.575,174.034,176.434,177.836,100,101.45768629140125,102.180106247119,103.35063816281654,104.95454648500373,106.43376935458278,107.79472996153643,108.97697475308503,110.32584464948275,111.72269955339938,113.28051204159205,115.17875359887557,117.23833057514,119.13997264476737,120.83645046964853,122.62285295428956,124.57512487436998,126.31807636795057,127.69150552016504,129.15599283625397,130.40964838702365,131.51217005584397,133.32577663923587,134.38522515170064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,83.543,84.2115,84.821,,-,0-14 years old,66.644,75.4095,72.6525,68.297,66.2745,82.611,,73.6175,,75.237,85.511,86.1855,,,,,63.086,86.9075,87.5605,88.2195,88.867,89.593,90.0215,90.6125,91.9015,93.1595,,,,,,,,,,,,,,,,,94.326,95.413,96.528,97.87,99.346,100.734,102.0295,103.7385,105.218,100,101.12817905605792,101.93739332534409,102.67518853421456,103.51042839331323,104.32690561789593,105.20088123857596,105.99133287334617,106.78904746341284,107.57284138916125,108.45165898003897,108.97035503746476,109.68575613417097,111.24608103037126,112.76888065753954,114.18092021643605,115.49672561765381,116.84642481025529,118.47090581157474,120.25759281451623,121.93775647310889,123.50594957088039,125.57468133783635,127.36560506470083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,50.719,51.0065,51.946,,-,15-24 years old,41.847,46.885,54.2615,57.1045,50.6135,49.722,,43.2745,,48.154,53.3785,54.6615,,,,,55.6915,55.7405,56.652,57.778,58.979,60.3145,62.398,64.5325,65.76,66.747,,,,,,,,,,,,,,,,,67.9445,69.441,70.6325,71.108,71.57,71.841,72.0045,72.6955,72.618,100,102.00514862636258,102.58336350106593,104.47286915248783,107.35388761514018,109.93423434294678,112.10429990748561,113.93749245806686,116.2020835847311,118.61751337436144,121.30344716624433,125.49374522344235,129.78661357145728,132.255339688669,134.24037649330276,136.64876714532804,139.65850126704478,142.05482482603273,143.01114194923775,143.94030811310887,144.48533848195967,144.81416676722577,146.2038936486867,146.04802703028838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,53506.441,53670.215,53811.353,,0-24 years old,,23961.713,34126.3445,39701.172,44793.0435,50044.5665,53330.5105,,28675.7365,,52021.4905,53940.181,54076.252,,,,,47648.4915,54228.2005,54430.215,54695.139,54972.5125,55232.864,55469.5895,55663.3285,55819.626,55898.998,,,,,,,,,,,,,,,,Mexico,55846.973,55701.895,55525.798,55359.4055,55199.528,55027.7825,54859.082,54696.495,54516.049,100,100.3298871478082,100.63697965163863,100.90162740894822,101.14319269454583,101.39833932397855,101.68325784168147,102.06205507820894,102.55881387072041,103.07891671128857,103.56710161250004,104.01098541893762,104.3742652716591,104.66733859598062,104.81616897329344,104.71861693504695,104.44658128671016,104.1163819348776,103.80437948367288,103.50459330405248,103.18255344658664,102.86622326632333,102.5613565052973,102.22300234684609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,33913.134,33954.5045,33981.498,,-,0-14 years old,17186.012,24249.1685,27990.608,30825.5845,32331.3255,33848.3665,,20464.626,,33129.161,33977.0745,33933.0005,,,,,31725.2435,33872.0255,33832.6235,33824.2505,33824.3915,33828.1435,33852.977,33898.672,33944.327,33952.289,,,,,,,,,,,,,,,,,33873.3105,33717.237,33522.674,33321.448,33134.488,32947.84,32756.119,32553.679,32328.517,100,100.19134601369908,100.31356904623449,100.39331735550667,100.38024877803188,100.25003865400714,100.06989702147075,99.9534896314716,99.92875283952036,99.92916940319705,99.94025413309089,100.01362104135809,100.14862017048888,100.283501125527,100.3070236786759,100.07369336419825,99.61259725783223,99.03778960795641,98.44329710859164,97.8909513993829,97.33952744809709,96.77311606750655,96.17503698442879,95.50982910800143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,19593.307,19715.7105,19829.855,,-,15-24 years old,6775.701,9877.176,11710.564,13967.459,17713.241,19482.144,,8211.1105,,18892.3295,19963.1065,20143.2515,,,,,15923.248,20356.175,20597.5915,20870.8885,21148.121,21404.7205,21616.6125,21764.6565,21875.299,21946.709,,,,,,,,,,,,,,,,,21973.6625,21984.658,22003.124,22037.9575,22065.04,22079.9425,22102.963,22142.816,22187.532,100,100.57058915076287,101.19887472343908,101.78476763132436,102.46873496058751,103.39340218407172,104.48631834360735,105.72548637357366,107.12829399064088,108.55130215647723,109.86840308746307,110.95602465519194,111.71592048595885,112.28383795951822,112.65037872628392,112.78872848902051,112.84516734913774,112.93995157822465,113.11874863464719,113.25776054216621,113.33425366325184,113.45241570948248,113.65697738400866,113.88650037696056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,4968.8455,5005.8995,5029.858,,0-24 years old,,5165.267,5858.724,5771.6425,5621.641,5123.3205,4925.532,,5573.328,,4939.354,5038.247,5030.381,,,,,5375.627,5012.749,5000.4495,5002.1695,5011.4095,5019.0335,5019.661,5008.1205,4989.0665,4972.8575,,,,,,,,,,,,,,,,Netherlands,4959.784,4954.33,4954.7805,4949.1905,4943.0425,4929.2505,4917.6455,4936.2555,4946.505,100,100.87936693944938,101.63165115971229,102.11806562215004,102.28838224987678,102.12868376451519,101.77071228041964,101.52100321345998,101.5559232992497,101.74351724849214,101.8983025589926,101.91104229959322,101.67674273560704,101.28990127360862,100.96082006979144,100.6953969642264,100.58466780847226,100.5938140286166,100.48032374980001,100.35550474547723,100.0754943831448,99.8398853159415,100.21771252323607,100.42580172050451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,3040.305,3056.0075,3063.823,,-,0-14 years old,3443.814,3561.5805,3467.454,3163.549,2759.3975,3013.975,,3476.18,,2892.57,3061.841,3044.655,,,,,2837.149,3017.7065,2991.169,2971.3125,2957.9835,2948.28,2938.687,2922.8165,2898.3595,2872.0495,,,,,,,,,,,,,,,,,2846.377,2824.4165,2807.426,2787.4425,2769.8515,2754.7795,2745.9285,2748.507,2744.8665,100,100.8735971598968,101.3945868827711,101.65389560298277,101.58813526986788,101.01792483348405,100.12380660091739,99.2433248450966,98.58451048864042,98.1422705895039,97.82032034107783,97.5020363473486,96.97547259018407,96.1640192768686,95.29108569248253,94.43930357750148,93.71068107731485,93.14695709154853,92.48392903059913,91.90028119012268,91.40021068522466,91.10654534294412,91.19209681566703,91.07130948332353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,1928.5405,1949.892,1966.035,,-,15-24 years old,1721.453,2297.1435,2304.1885,2458.092,2363.923,1911.557,,2097.148,,2046.784,1976.406,1985.726,,,,,2538.478,1995.0425,2009.2805,2030.857,2053.426,2070.7535,2080.974,2085.304,2090.707,2100.808,,,,,,,,,,,,,,,,,2113.407,2129.9135,2147.3545,2161.748,2173.191,2174.471,2171.717,2187.7485,2201.6385,100,100.88846422052808,102.00543326722666,102.84992809526476,103.39247011729182,103.88003078119041,104.36740834827316,105.1122461951174,106.24098575140579,107.4216463333293,108.32810635518584,108.86277521413173,109.08929213201594,109.37194130229963,109.90035871281891,110.55945493647326,111.42296567667091,112.33536326669828,113.08833584350349,113.68695780455407,113.75391892577622,113.60984788839674,114.44850977501586,115.1751425670278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,1415.8475,1436.3535,1460.437,,0-24 years old,,1117.7235,1387.194,1482.5675,1436.6465,1358.68,1407.747,,1286.961,,1402.897,1476.4735,1485.3355,,,,,1398.216,1491.9475,1497.0,1502.5055,1511.903,1523.321,1530.847,1533.84,1538.9855,1551.1945,,,,,,,,,,,,,,,,New Zealand,1568.0025,1584.1435,1596.1235,1604.157,1612.7135,1618.4695,1610.346,1601.4725,1601.7205,100,100.57542299859279,102.03207678652484,103.74286004516435,104.88202070400435,105.51153722934589,105.98122389889659,106.34013071951138,106.73121661775873,107.3987726487785,108.20985589029846,108.74446899904599,108.95707822499354,109.32259134631434,110.18986366158123,111.38382820208462,112.5304120697824,113.38141725750435,113.95208087816914,114.5598960608689,114.96877634972759,114.39171953483118,113.76138610133782,113.77900290322052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,879.235,883.6415,889.201,,-,0-14 years old,780.5445,901.1025,930.3515,855.9365,790.224,878.04,,863.3115,,847.521,891.6125,890.458,,,,,805.401,889.546,891.6325,895.904,901.53,907.065,909.852,909.7815,909.787,912.1155,,,,,,,,,,,,,,,,,917.194,925.6075,936.2425,946.4935,956.275,964.244,963.348,956.568,950.495,100,100.13609858320807,100.63795499066102,101.27112660015489,101.54577240216847,101.41428636508587,101.31041865974215,101.54805020272426,102.03453145642567,102.67527675276753,103.30565805658058,103.62306956402898,103.61504031706986,103.61566671222269,103.88085964192975,104.45925014805704,105.4174638968612,106.62868434239898,107.79617101726573,108.91018632408547,109.81777595553734,109.71573049063824,108.9435561022277,108.25190196346408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,536.6125,552.712,571.236,,-,15-24 years old,337.179,486.0915,552.216,580.71,568.456,529.707,,423.6495,,555.376,584.861,594.8775,,,,,592.815,602.4015,605.3675,606.6015,610.373,616.256,620.995,624.0585,629.1985,639.079,,,,,,,,,,,,,,,,,650.8085,658.536,659.881,657.6635,656.4385,654.2255,646.998,644.9045,651.2255,100,101.30364522273634,104.3429669609803,107.83999456303202,110.41217125694016,112.3031222921351,113.72353017800407,114.28346236693115,114.51642134236475,115.2284187295996,116.3390327105362,117.23367824098983,117.8120168319467,118.78236459023572,120.6476410543942,122.86197841448197,124.32080376510032,124.5747177213063,124.15609006488492,123.9248301419464,123.50705201177254,122.14261846643524,121.74739997772352,122.94070118008635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,ChildPopulation,,,1445.4035,1452.399,1460.9215,,0-24 years old,,1394.7125,1565.0325,1564.1385,1529.148,1456.2635,1441.071,,1493.8775,,1438.5325,1468.392,1476.6135,,,,,1481.3055,1486.829,1500.088,1516.821,1535.698,1554.792,1571.7375,1585.815,1595.7745,1601.012,,,,,,,,,,,,,,,,Norway,1603.282,1604.8055,1604.6245,1599.9495,1593.104,1582.862,1572.8885,1572.471,1577.6505,100,100.30064445124493,100.78608201816566,101.3774824418783,101.89588160472316,102.4663947855449,103.17527727641456,104.09535685611604,105.25650713948167,106.56643565792388,107.89142242124088,109.06731868173047,110.04419629567177,110.73531422115911,111.09875918674375,111.25628091884438,111.36200090071897,111.34944079785105,111.02502930112396,110.55000065923193,109.8392792582739,109.14718983311718,109.1182183251207,109.4776385063609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
