indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,Luxembourg,LUX,1998,Median,Female,15-49,2,Interpolation,60.87
Currently married (Percent),2024,Luxembourg,LUX,1999,Median,Female,15-49,2,Interpolation,60.48
Currently married (Percent),2024,Luxembourg,LUX,2000,Median,Female,15-49,2,Interpolation,60.06
Currently married (Percent),2024,Luxembourg,LUX,2001,Median,Female,15-49,2,Interpolation,59.67
Currently married (Percent),2024,Luxembourg,LUX,2002,Median,Female,15-49,2,Interpolation,59.33
Currently married (Percent),2024,Luxembourg,LUX,2003,Median,Female,15-49,2,Interpolation,58.84
Currently married (Percent),2024,Luxembourg,LUX,2004,Median,Female,15-49,2,Interpolation,58.26
Currently married (Percent),2024,Luxembourg,LUX,2005,Median,Female,15-49,2,Interpolation,57.72
Currently married (Percent),2024,Luxembourg,LUX,2006,Median,Female,15-49,2,Interpolation,57.19
Currently married (Percent),2024,Luxembourg,LUX,2007,Median,Female,15-49,2,Interpolation,56.67
Currently married (Percent),2024,Luxembourg,LUX,2008,Median,Female,15-49,2,Interpolation,56.17
Currently married (Percent),2024,Luxembourg,LUX,2009,Median,Female,15-49,2,Interpolation,55.65
Currently married (Percent),2024,Luxembourg,LUX,2010,Median,Female,15-49,2,Interpolation,55.08
Currently married (Percent),2024,Luxembourg,LUX,2011,Median,Female,15-49,2,Interpolation,54.45
Currently married (Percent),2024,Luxembourg,LUX,2012,Median,Female,15-49,2,Interpolation,53.85
Currently married (Percent),2024,Luxembourg,LUX,2013,Median,Female,15-49,2,Interpolation,53.42
Currently married (Percent),2024,Luxembourg,LUX,2014,Median,Female,15-49,2,Interpolation,53.04
Currently married (Percent),2024,Luxembourg,LUX,2015,Median,Female,15-49,2,Interpolation,52.63
Currently married (Percent),2024,Luxembourg,LUX,2016,Median,Female,15-49,2,Interpolation,52.21
Currently married (Percent),2024,Luxembourg,LUX,2017,Median,Female,15-49,2,Interpolation,51.88
Currently married (Percent),2024,Luxembourg,LUX,2018,Median,Female,15-49,2,Interpolation,51.67
Currently married (Percent),2024,Luxembourg,LUX,2019,Median,Female,15-49,2,Interpolation,51.48
Currently married (Percent),2024,Luxembourg,LUX,2020,Median,Female,15-49,2,Interpolation,51.35
Currently married (Percent),2024,Luxembourg,LUX,2021,Median,Female,15-49,2,Interpolation,51.22
Currently married (Percent),2024,Luxembourg,LUX,2022,Median,Female,15-49,2,Interpolation,51.06
Currently married (Percent),2024,Luxembourg,LUX,2023,Median,Female,15-49,3,Projection,51.07
Currently married (Percent),2024,Luxembourg,LUX,2024,Median,Female,15-49,3,Projection,51.07
Currently married (Percent),2024,Luxembourg,LUX,2025,Median,Female,15-49,3,Projection,50.91
Currently married (Percent),2024,"China, Macao SAR",MAC,1970,Median,Female,15-49,2,Interpolation,46.44
Currently married (Percent),2024,"China, Macao SAR",MAC,1971,Median,Female,15-49,2,Interpolation,44.99
Currently married (Percent),2024,"China, Macao SAR",MAC,1972,Median,Female,15-49,2,Interpolation,43.99
Currently married (Percent),2024,"China, Macao SAR",MAC,1973,Median,Female,15-49,2,Interpolation,43.85
Currently married (Percent),2024,"China, Macao SAR",MAC,1974,Median,Female,15-49,2,Interpolation,42.97
Currently married (Percent),2024,"China, Macao SAR",MAC,1975,Median,Female,15-49,2,Interpolation,40.88
Currently married (Percent),2024,"China, Macao SAR",MAC,1976,Median,Female,15-49,2,Interpolation,40.29
Currently married (Percent),2024,"China, Macao SAR",MAC,1977,Median,Female,15-49,2,Interpolation,40.42
Currently married (Percent),2024,"China, Macao SAR",MAC,1978,Median,Female,15-49,2,Interpolation,41.19
Currently married (Percent),2024,"China, Macao SAR",MAC,1979,Median,Female,15-49,2,Interpolation,42.58
Currently married (Percent),2024,"China, Macao SAR",MAC,1980,Median,Female,15-49,2,Interpolation,44.54
Currently married (Percent),2024,"China, Macao SAR",MAC,1981,Median,Female,15-49,2,Interpolation,46.03
Currently married (Percent),2024,"China, Macao SAR",MAC,1982,Median,Female,15-49,2,Interpolation,46.72
Currently married (Percent),2024,"China, Macao SAR",MAC,1983,Median,Female,15-49,2,Interpolation,47.35
Currently married (Percent),2024,"China, Macao SAR",MAC,1984,Median,Female,15-49,2,Interpolation,48.0
Currently married (Percent),2024,"China, Macao SAR",MAC,1985,Median,Female,15-49,2,Interpolation,48.58
Currently married (Percent),2024,"China, Macao SAR",MAC,1986,Median,Female,15-49,2,Interpolation,49.14
Currently married (Percent),2024,"China, Macao SAR",MAC,1987,Median,Female,15-49,2,Interpolation,49.87
Currently married (Percent),2024,"China, Macao SAR",MAC,1988,Median,Female,15-49,2,Interpolation,50.49
Currently married (Percent),2024,"China, Macao SAR",MAC,1989,Median,Female,15-49,2,Interpolation,51.3
Currently married (Percent),2024,"China, Macao SAR",MAC,1990,Median,Female,15-49,2,Interpolation,52.57
Currently married (Percent),2024,"China, Macao SAR",MAC,1991,Median,Female,15-49,2,Interpolation,53.89
Currently married (Percent),2024,"China, Macao SAR",MAC,1992,Median,Female,15-49,2,Interpolation,55.18
Currently married (Percent),2024,"China, Macao SAR",MAC,1993,Median,Female,15-49,2,Interpolation,56.47
Currently married (Percent),2024,"China, Macao SAR",MAC,1994,Median,Female,15-49,2,Interpolation,57.45
Currently married (Percent),2024,"China, Macao SAR",MAC,1995,Median,Female,15-49,2,Interpolation,57.99
Currently married (Percent),2024,"China, Macao SAR",MAC,1996,Median,Female,15-49,2,Interpolation,58.29
Currently married (Percent),2024,"China, Macao SAR",MAC,1997,Median,Female,15-49,2,Interpolation,58.4
Currently married (Percent),2024,"China, Macao SAR",MAC,1998,Median,Female,15-49,2,Interpolation,58.59
Currently married (Percent),2024,"China, Macao SAR",MAC,1999,Median,Female,15-49,2,Interpolation,58.65
Currently married (Percent),2024,"China, Macao SAR",MAC,2000,Median,Female,15-49,2,Interpolation,58.33
Currently married (Percent),2024,"China, Macao SAR",MAC,2001,Median,Female,15-49,2,Interpolation,57.78
Currently married (Percent),2024,"China, Macao SAR",MAC,2002,Median,Female,15-49,2,Interpolation,56.99
Currently married (Percent),2024,"China, Macao SAR",MAC,2003,Median,Female,15-49,2,Interpolation,56.22
Currently married (Percent),2024,"China, Macao SAR",MAC,2004,Median,Female,15-49,2,Interpolation,55.44
Currently married (Percent),2024,"China, Macao SAR",MAC,2005,Median,Female,15-49,2,Interpolation,54.61
Currently married (Percent),2024,"China, Macao SAR",MAC,2006,Median,Female,15-49,2,Interpolation,53.92
Currently married (Percent),2024,"China, Macao SAR",MAC,2007,Median,Female,15-49,2,Interpolation,53.18
Currently married (Percent),2024,"China, Macao SAR",MAC,2008,Median,Female,15-49,2,Interpolation,52.64
Currently married (Percent),2024,"China, Macao SAR",MAC,2009,Median,Female,15-49,2,Interpolation,52.42
Currently married (Percent),2024,"China, Macao SAR",MAC,2010,Median,Female,15-49,2,Interpolation,52.43
Currently married (Percent),2024,"China, Macao SAR",MAC,2011,Median,Female,15-49,2,Interpolation,52.56
Currently married (Percent),2024,"China, Macao SAR",MAC,2012,Median,Female,15-49,2,Interpolation,52.66
Currently married (Percent),2024,"China, Macao SAR",MAC,2013,Median,Female,15-49,2,Interpolation,52.72
Currently married (Percent),2024,"China, Macao SAR",MAC,2014,Median,Female,15-49,2,Interpolation,52.83
Currently married (Percent),2024,"China, Macao SAR",MAC,2015,Median,Female,15-49,2,Interpolation,52.97
Currently married (Percent),2024,"China, Macao SAR",MAC,2016,Median,Female,15-49,2,Interpolation,53.14
Currently married (Percent),2024,"China, Macao SAR",MAC,2017,Median,Female,15-49,2,Interpolation,53.35
Currently married (Percent),2024,"China, Macao SAR",MAC,2018,Median,Female,15-49,2,Interpolation,53.65
Currently married (Percent),2024,"China, Macao SAR",MAC,2019,Median,Female,15-49,2,Interpolation,54.05
Currently married (Percent),2024,"China, Macao SAR",MAC,2020,Median,Female,15-49,2,Interpolation,54.39
Currently married (Percent),2024,"China, Macao SAR",MAC,2021,Median,Female,15-49,2,Interpolation,54.64
Currently married (Percent),2024,"China, Macao SAR",MAC,2022,Median,Female,15-49,3,Projection,54.8
Currently married (Percent),2024,"China, Macao SAR",MAC,2023,Median,Female,15-49,3,Projection,54.81
Currently married (Percent),2024,"China, Macao SAR",MAC,2024,Median,Female,15-49,3,Projection,54.87
Currently married (Percent),2024,"China, Macao SAR",MAC,2025,Median,Female,15-49,3,Projection,55.13
Currently married (Percent),2024,Madagascar,MDG,1970,Median,Female,15-49,2,Interpolation,64.91
Currently married (Percent),2024,Madagascar,MDG,1971,Median,Female,15-49,2,Interpolation,64.86
Currently married (Percent),2024,Madagascar,MDG,1972,Median,Female,15-49,2,Interpolation,64.81
Currently married (Percent),2024,Madagascar,MDG,1973,Median,Female,15-49,2,Interpolation,64.77
Currently married (Percent),2024,Madagascar,MDG,1974,Median,Female,15-49,2,Interpolation,64.79
Currently married (Percent),2024,Madagascar,MDG,1975,Median,Female,15-49,2,Interpolation,64.86
Currently married (Percent),2024,Madagascar,MDG,1976,Median,Female,15-49,2,Interpolation,65.03
Currently married (Percent),2024,Madagascar,MDG,1977,Median,Female,15-49,2,Interpolation,65.22
Currently married (Percent),2024,Madagascar,MDG,1978,Median,Female,15-49,2,Interpolation,65.41
Currently married (Percent),2024,Madagascar,MDG,1979,Median,Female,15-49,2,Interpolation,65.63
Currently married (Percent),2024,Madagascar,MDG,1980,Median,Female,15-49,2,Interpolation,65.85
Currently married (Percent),2024,Madagascar,MDG,1981,Median,Female,15-49,2,Interpolation,66.05
Currently married (Percent),2024,Madagascar,MDG,1982,Median,Female,15-49,2,Interpolation,66.22
Currently married (Percent),2024,Madagascar,MDG,1983,Median,Female,15-49,2,Interpolation,66.37
Currently married (Percent),2024,Madagascar,MDG,1984,Median,Female,15-49,2,Interpolation,66.49
Currently married (Percent),2024,Madagascar,MDG,1985,Median,Female,15-49,2,Interpolation,66.58
Currently married (Percent),2024,Madagascar,MDG,1986,Median,Female,15-49,2,Interpolation,66.66
Currently married (Percent),2024,Madagascar,MDG,1987,Median,Female,15-49,2,Interpolation,66.72
Currently married (Percent),2024,Madagascar,MDG,1988,Median,Female,15-49,2,Interpolation,66.79
Currently married (Percent),2024,Madagascar,MDG,1989,Median,Female,15-49,2,Interpolation,66.86
Currently married (Percent),2024,Madagascar,MDG,1990,Median,Female,15-49,2,Interpolation,66.94
Currently married (Percent),2024,Madagascar,MDG,1991,Median,Female,15-49,2,Interpolation,67.04
Currently married (Percent),2024,Madagascar,MDG,1992,Median,Female,15-49,2,Interpolation,67.16
Currently married (Percent),2024,Madagascar,MDG,1993,Median,Female,15-49,2,Interpolation,67.28
Currently married (Percent),2024,Madagascar,MDG,1994,Median,Female,15-49,2,Interpolation,67.41
Currently married (Percent),2024,Madagascar,MDG,1995,Median,Female,15-49,2,Interpolation,67.55
Currently married (Percent),2024,Madagascar,MDG,1996,Median,Female,15-49,2,Interpolation,67.71
Currently married (Percent),2024,Madagascar,MDG,1997,Median,Female,15-49,2,Interpolation,67.89
Currently married (Percent),2024,Madagascar,MDG,1998,Median,Female,15-49,2,Interpolation,68.08
Currently married (Percent),2024,Madagascar,MDG,1999,Median,Female,15-49,2,Interpolation,68.27
Currently married (Percent),2024,Madagascar,MDG,2000,Median,Female,15-49,2,Interpolation,68.44
Currently married (Percent),2024,Madagascar,MDG,2001,Median,Female,15-49,2,Interpolation,68.61
Currently married (Percent),2024,Madagascar,MDG,2002,Median,Female,15-49,2,Interpolation,68.77
Currently married (Percent),2024,Madagascar,MDG,2003,Median,Female,15-49,2,Interpolation,68.91
Currently married (Percent),2024,Madagascar,MDG,2004,Median,Female,15-49,2,Interpolation,69.02
Currently married (Percent),2024,Madagascar,MDG,2005,Median,Female,15-49,2,Interpolation,69.1
Currently married (Percent),2024,Madagascar,MDG,2006,Median,Female,15-49,2,Interpolation,69.15
Currently married (Percent),2024,Madagascar,MDG,2007,Median,Female,15-49,2,Interpolation,69.17
Currently married (Percent),2024,Madagascar,MDG,2008,Median,Female,15-49,2,Interpolation,69.19
Currently married (Percent),2024,Madagascar,MDG,2009,Median,Female,15-49,2,Interpolation,68.57
Currently married (Percent),2024,Madagascar,MDG,2010,Median,Female,15-49,2,Interpolation,67.94
Currently married (Percent),2024,Madagascar,MDG,2011,Median,Female,15-49,2,Interpolation,67.3
Currently married (Percent),2024,Madagascar,MDG,2012,Median,Female,15-49,2,Interpolation,66.66
Currently married (Percent),2024,Madagascar,MDG,2013,Median,Female,15-49,2,Interpolation,66.03
Currently married (Percent),2024,Madagascar,MDG,2014,Median,Female,15-49,2,Interpolation,65.43
Currently married (Percent),2024,Madagascar,MDG,2015,Median,Female,15-49,2,Interpolation,64.89
Currently married (Percent),2024,Madagascar,MDG,2016,Median,Female,15-49,2,Interpolation,64.39
Currently married (Percent),2024,Madagascar,MDG,2017,Median,Female,15-49,2,Interpolation,63.93
Currently married (Percent),2024,Madagascar,MDG,2018,Median,Female,15-49,2,Interpolation,63.51
Currently married (Percent),2024,Madagascar,MDG,2019,Median,Female,15-49,2,Interpolation,63.09
Currently married (Percent),2024,Madagascar,MDG,2020,Median,Female,15-49,2,Interpolation,62.67
Currently married (Percent),2024,Madagascar,MDG,2021,Median,Female,15-49,2,Interpolation,62.25
Currently married (Percent),2024,Madagascar,MDG,2022,Median,Female,15-49,3,Projection,61.8
Currently married (Percent),2024,Madagascar,MDG,2023,Median,Female,15-49,3,Projection,61.35
Currently married (Percent),2024,Madagascar,MDG,2024,Median,Female,15-49,3,Projection,60.9
Currently married (Percent),2024,Madagascar,MDG,2025,Median,Female,15-49,3,Projection,60.45
Currently married (Percent),2024,Malawi,MWI,1970,Median,Female,15-49,2,Interpolation,74.35
Currently married (Percent),2024,Malawi,MWI,1971,Median,Female,15-49,2,Interpolation,74.27
Currently married (Percent),2024,Malawi,MWI,1972,Median,Female,15-49,2,Interpolation,74.19
Currently married (Percent),2024,Malawi,MWI,1973,Median,Female,15-49,2,Interpolation,74.09
Currently married (Percent),2024,Malawi,MWI,1974,Median,Female,15-49,2,Interpolation,73.98
Currently married (Percent),2024,Malawi,MWI,1975,Median,Female,15-49,2,Interpolation,73.87
Currently married (Percent),2024,Malawi,MWI,1976,Median,Female,15-49,2,Interpolation,73.75
Currently married (Percent),2024,Malawi,MWI,1977,Median,Female,15-49,2,Interpolation,73.66
Currently married (Percent),2024,Malawi,MWI,1978,Median,Female,15-49,2,Interpolation,73.52
Currently married (Percent),2024,Malawi,MWI,1979,Median,Female,15-49,2,Interpolation,73.34
Currently married (Percent),2024,Malawi,MWI,1980,Median,Female,15-49,2,Interpolation,73.18
Currently married (Percent),2024,Malawi,MWI,1981,Median,Female,15-49,2,Interpolation,73.04
Currently married (Percent),2024,Malawi,MWI,1982,Median,Female,15-49,2,Interpolation,72.93
Currently married (Percent),2024,Malawi,MWI,1983,Median,Female,15-49,2,Interpolation,72.85
Currently married (Percent),2024,Malawi,MWI,1984,Median,Female,15-49,2,Interpolation,72.79
Currently married (Percent),2024,Malawi,MWI,1985,Median,Female,15-49,2,Interpolation,72.75
Currently married (Percent),2024,Malawi,MWI,1986,Median,Female,15-49,2,Interpolation,72.76
Currently married (Percent),2024,Malawi,MWI,1987,Median,Female,15-49,2,Interpolation,72.58
Currently married (Percent),2024,Malawi,MWI,1988,Median,Female,15-49,2,Interpolation,72.24
Currently married (Percent),2024,Malawi,MWI,1989,Median,Female,15-49,2,Interpolation,72.18
Currently married (Percent),2024,Malawi,MWI,1990,Median,Female,15-49,2,Interpolation,72.11
Currently married (Percent),2024,Malawi,MWI,1991,Median,Female,15-49,2,Interpolation,72.0
Currently married (Percent),2024,Malawi,MWI,1992,Median,Female,15-49,2,Interpolation,71.84
Currently married (Percent),2024,Malawi,MWI,1993,Median,Female,15-49,2,Interpolation,71.62
Currently married (Percent),2024,Malawi,MWI,1994,Median,Female,15-49,2,Interpolation,71.34
Currently married (Percent),2024,Malawi,MWI,1995,Median,Female,15-49,2,Interpolation,71.0
Currently married (Percent),2024,Malawi,MWI,1996,Median,Female,15-49,2,Interpolation,70.62
Currently married (Percent),2024,Malawi,MWI,1997,Median,Female,15-49,2,Interpolation,70.22
Currently married (Percent),2024,Malawi,MWI,1998,Median,Female,15-49,2,Interpolation,69.84
Currently married (Percent),2024,Malawi,MWI,1999,Median,Female,15-49,2,Interpolation,69.36
Currently married (Percent),2024,Malawi,MWI,2000,Median,Female,15-49,2,Interpolation,68.83
Currently married (Percent),2024,Malawi,MWI,2001,Median,Female,15-49,2,Interpolation,68.38
Currently married (Percent),2024,Malawi,MWI,2002,Median,Female,15-49,2,Interpolation,67.97
Currently married (Percent),2024,Malawi,MWI,2003,Median,Female,15-49,2,Interpolation,67.57
Currently married (Percent),2024,Malawi,MWI,2004,Median,Female,15-49,2,Interpolation,67.17
Currently married (Percent),2024,Malawi,MWI,2005,Median,Female,15-49,2,Interpolation,66.83
Currently married (Percent),2024,Malawi,MWI,2006,Median,Female,15-49,2,Interpolation,66.52
Currently married (Percent),2024,Malawi,MWI,2007,Median,Female,15-49,2,Interpolation,66.26
Currently married (Percent),2024,Malawi,MWI,2008,Median,Female,15-49,2,Interpolation,66.15
