country,year,indicator,unit,value,source
Lithuania,2023,total_fertility_rate,%,1.18,OECD
Luxembourg,2023,total_fertility_rate,%,1.25,OECD
Mexico,2023,total_fertility_rate,%,1.91,OECD
Netherlands,2023,total_fertility_rate,%,1.43,OECD
New Zealand,2023,total_fertility_rate,%,1.56,OECD
Norway,2023,total_fertility_rate,%,1.4,OECD
Poland,2023,total_fertility_rate,%,1.16,OECD
Portugal,2023,total_fertility_rate,%,1.44,OECD
Slovak Republic,2023,total_fertility_rate,%,1.49,OECD
Slovenia,2023,total_fertility_rate,%,1.51,OECD
Spain,2023,total_fertility_rate,%,1.12,OECD
Sweden,2023,total_fertility_rate,%,1.45,OECD
Switzerland,2023,total_fertility_rate,%,1.33,OECD
Türkiye,2023,total_fertility_rate,%,1.51,OECD
United States,2023,total_fertility_rate,%,1.62,OECD
OECD-38,2023,total_fertility_rate,%,1.43,OECD
Brazil,2023,total_fertility_rate,%,1.62,OECD
China,2023,total_fertility_rate,%,1.0,OECD
India,2023,total_fertility_rate,%,1.98,OECD
Indonesia,2023,total_fertility_rate,%,2.13,OECD
Peru,2023,total_fertility_rate,%,1.98,OECD
South Africa,2023,total_fertility_rate,%,2.22,OECD
Thailand,2023,total_fertility_rate,%,1.21,OECD
Argentina,2023,total_fertility_rate,%,1.5,OECD
Saudi Arabia,2023,total_fertility_rate,%,2.28,OECD
Bulgaria,2023,total_fertility_rate,%,1.81,OECD
Croatia,2023,total_fertility_rate,%,1.47,OECD
EU-27 average,2023,total_fertility_rate,%,1.39,OECD
